date,heading,heading_sentiment,price,url,body,body_sentiment
2018-08-15,"Charles Gasparino from Fox Business tweets 'SCOOP: SEC ramps up investigation into Tesla privatization plans; sends subpoenas to Tesla regarding privatization plans and Musk's statements involving ""funding secured"" - sources Subpoenas signal investigation has reached the ""formal"" stages - sources'",3,347.64,https://stocknews.com/news/tsla-charles-gasparino-from-fox-business-tweets-scoop-sec-ramps-up/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-15,Tesla Inc (TSLA) Board Looking to Rein in CEO Elon Musk’s Approach to Social Media,3,347.64,https://stocknews.com/news/tsla-tesla-inc-tsla-board-looking-to-rein-in-ceo-elon/,"
Tesla Inc (NASDAQ:TSLA) CEO Elon Musk has long had a proclivity for taking to Twitter to share what’s on his mind, and that has led to a number of awkward instances through the years. He took things in a new direction last week with posts about sensitive company information, and Tesla’s board appears to have finally perked up and taken notice.  more
CNBC shares the scuttlebutt surrounding Tesla’s board.
Elon Musk, the electric-car maker’s co-founder and chief executive, stirred up a public storm by announcing on Twitter last week that he wanted to turn Tesla into a private company. In recent days, according to people familiar with the matter, some of his fellow board members delivered a stern message: Stop tweeting.
Mr. Musk hasn’t heeded that advice. He has continued to post messages on Twitter, publicly plotting the company’s strategy and in some cases making assertions of dubious accuracy. That has only added to the chaos engulfing the struggling company.
According to a report from the New York Times, Tesla’s outside directors have hired a pair of powerful legal firms to represent them. One is tasked with navigating potential fallout with the Securities and Exchange Commission over Musk’s tweets, while another will advise them on proposals from Musk about taking the company private.
It’s unclear if Musk intends to ease up on his Twitter habit in the wake of the latest spectacle he created.
Tesla Inc shares fell $3.40 (-0.98%) in premarket trading Wednesday. Year-to-date, TSLA has gained 10.68%, versus a 6.65% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #4 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-14,Cramer: Tesla Inc (TSLA) CEO Tweet Will Not Receive SEC Disciplinary Action,3,356.41,https://stocknews.com/news/tsla-cramer-tesla-inc-tsla-ceo-tweet-will-not-receive-sec/,"
Tesla Inc (NASDAQ:TSLA) CEO Elon Musk will likely walk away from his latest Twitter controversy unscathed. That’s the take from CNBC’s Jim Cramer, who doesn’t believe Musk will be penalized for his tweet about taking the company private.  more
CNBC passes along what Cramer had to say about Tesla.
CNBC’s Jim Cramer warns Tesla critics about getting their hopes up that the federal government will penalize Elon Musk for his tweet about taking the electric auto maker private.
“If you’re waiting for the [Securities and Exchange Commission] to hammer Tesla, well let me just tell you, we’ll be on Mars” by then, Cramer said Tuesday on “Squawk on the Street.”
Last week, Musk raised eyebrows by sharing in a tweet that he was looking to take the company private at a certain price, and he also hinted that he had secured funding. While it’s an unconventional approach to delivering a major piece of news that raised a ton of eyebrows, Cramer notes that it’s par for the course when it comes to Musk.
“We keep expecting a certain level of convention, and [Musk’s] not going to give it to you,” Cramer said. “Therefore, you should stop looking for it.”
Tesla Inc shares were trading at $352.62 per share on Tuesday morning, down $3.79 (-1.06%). Year-to-date, TSLA has gained 13.26%, versus a 6.98% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #4 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-14,Tesla Inc (TSLA) CEO Working With Several Investment Groups on Going Private Transaction,3,356.41,https://stocknews.com/news/tsla-tesla-inc-tsla-ceo-working-with-several-investment-groups-on/,"
Tesla Inc (NASDAQ:TSLA) may in fact become a privater company before too long. Just a week after roiling the markets on social media, CEO Elon Musk headed back to Twitter to provide an update on where things stand. more
CNBC passes along what the Tesla chief had to say.
Elon Musk said Monday that he is working with Goldman Sachs and Silver Lake on taking Tesla private.
In a Twitter post, Musk said those two firms are acting as financial advisors, and he’s also working with Wachtell, Lipton, Rosen & Katz and Munger, Tolles & Olson as legal advisors.
Musk provided additional insight into what’s going on in a blog post on Monday. “I continue to have discussions with the Saudi fund, and I also am having discussions with a number of other investors. … It is appropriate to complete those discussions before presenting a detailed proposal to an independent board committee,” Musk wrote.
The Tesla honcho has received a ton of criticism for last week’s tweet on potentially taking the company private, and questions are still circulating about whether or not he violated any regulations while doing so.
Tesla Inc shares fell $0.01 (0.00%) in premarket trading Tuesday. Year-to-date, TSLA has gained 14.47%, versus a 6.61% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #4 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-14,"CEO Elon Musk tweeted, ""I'm excited to work with Silver Lake and Goldman Sachs as financial advisors, plus Wachtell, Lipton, Rosen & Katz and Munger, Tolles & Olson as legal advisors, on the proposal to take Tesla private.""",3,356.41,https://stocknews.com/news/tsla-ceo-elon-musk-tweeted-im-excited-to-work-with-silver/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-13,"CEO Elon Musk issues update on going private proposal, says managing director of Saudi Arabian sovereign wealth fund expressed support for funding a going private transaction for Tesla",3,355.49,https://stocknews.com/news/tsla-ceo-elon-musk-issues-update-on-going-private-proposal-says/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-12,Saudi Arabia’s sovereign wealth fund is in talks to invest in Tesla as part of Elon Musk’s plan to take the car maker private - Bloomberg citing sources,3,355.49,https://stocknews.com/news/tsla-saudi-arabias-sovereign-wealth-fund-is-in-talks-to-invest/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-11,Tesla Inc (TSLA) Media Buzz Could Vanish If It Goes Private,3,355.49,https://stocknews.com/news/tsla-tesla-inc-tsla-media-buzz-could-vanish-if-it-goes/,"
As a money-losing company, Tesla Inc (NASDAQ:TSLA) has long relied on shareholders and bondholders to buy into its future growth potential to fund its operations.more
That means the company needs lots of media buzz to keep interest flowing. So for, CEO Elon Musk has done an incredible job of that, but now he’s talking about taking the company private.
Without the daily share price fluctuations — not to mention earnings reports, analyst notes, and the like — how will that affect media buzz? Cullen Roche over at MarketWatch has some interesting thoughts on the matter:
Tesla has a $0 marketing budget. It relies entirely on word of mouth and organic news to generate buzz about the business. This is really interesting in the scope of the stock market because nothing generates buzz quite like Tesla’s stock and the way Musk talks about the stock. You could make a strong argument that Tesla’s most valuable asset is actually its public stock price because it is a near daily source of media attention.
Whether Tesla goes private or not is still up for debate. However, it does seem like a significant amount of attention will be lost if the company does go that route, and that would mean giving up a huge part of what brought the company here in the first place: hype.
Tesla Inc shares closed at $355.49 on Friday, up $3.04 (+0.86%). Year-to-date, TSLA has gained 14.18%, versus a 7.01% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #5 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-10,"Tesla shareholder files proposed class-action lawsuit accusing company, CEO Elon Musk of securities fraud - court filing - Reuters reporting",3,355.49,https://stocknews.com/news/tsla-tesla-shareholder-files-proposed-class-action-lawsuit-accusing-company-ceo-elon/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-10,Report: Tesla Inc (TSLA) Board To Hold Meeting With Bankers About Going Private,3,352.45,https://stocknews.com/news/tsla-teslas-board-to-meet-with-bankers-next-week-regarding-going/,"
If Tesla Inc (NASDAQ:TSLA) is in fact going to go private, then CEO Elon Musk may have to sit on the sidelines while a deal is hammered out. That’s the latest scuttlebutt in a week of never-ending drama surrounding the electric vehicle maker. more
CNBC has the latest on Tesla.
The Tesla board of directors plans to meet with financial advisors next week to formalize a process to explore Elon Musk’s take-private proposal, according to people familiar with the matter.
Musk announced via Twitter this week that he hopes to take the automaker private, in what would be one of the biggest such deals in history.
Musk’s tweet about potentially taking Tesla private disrupted the markets on Tuesday, and trading in shares of the company were temporarily halted. Shares have been gyrating ever since, and there remain questions on whether or not Musk broke any laws by broadcasting a major piece of company news on Twitter.
The Tesla honcho has reportedly talked with Saudi Arabia’s sovereign wealth fund about funding a potential deal.
Tesla Inc shares rose $5.08 (+1.44%) in premarket trading Friday. Year-to-date, TSLA has gained 13.20%, versus a 7.73% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #5 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-09,"Headlines that the SEC is conducting a broader inquiry of Tesla, and was already looking into the company ahead of Musk's take private tweet",3,370.34,https://stocknews.com/news/tsla-headlines-that-the-sec-is-conducting-a-broader-inquiry-of/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-09,Tesla Inc (TSLA) New A.I. Chips Just Months Away,3,370.34,https://stocknews.com/news/tsla-tesla-inc-tsla-new-a-i-chips-just-months-away/,"
On last week’s earnings call, Tesla Inc (NASDAQ:TSLA) CEO Elon Musk shared some insight on the company’s upcoming artificial intelligence processor. We now have an indication on when it will be released, courtesy of a tweet from Musk.   more
CNBC has the news on Tesla’s new processor.
Tesla CEO Elon Musk said that the next generation of hardware for autonomous driving will probably be available by early next year.
On last week’s earnings call, Musk touted the strengths of the coming Autopilot hardware, which will include an artificial intelligence processor developed by Tesla. But he didn’t say when the technology, which the company started working on about three years ago, would be available to car owners.
Musk provided the update in the form of an answer to a question posed on Twitter about when it would be released. “Probably 4 to 6 months. Those who order full self-driving get the upgrade at no cost. It isn’t needed just for enhanced Autopilot,” he wrote.
There’s no word on how the new hardware upgrades will be implemented as of yet.
Tesla Inc shares fell $3.14 (-0.85%) in premarket trading Thursday. Year-to-date, TSLA has gained 18.95%, versus a 7.88% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #5 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-09,SEC May Come Knocking on Tesla Inc (TSLA) CEO Elon Musk’s Door,3,370.34,https://stocknews.com/news/tsla-sec-may-come-knocking-on-tesla-inc-tsla-ceo-elon/,"
Tesla Inc (NASDAQ:TSLA) CEO Elon Musk may have to pencil in a meeting with the Securities and Exchange Commission in the near future. Musk’s tweet about potentially taking the company private opened up a bunch of questions, including whether or not he violated any laws on the books.   more
CNBC has the news on Tesla.
Elon Musk’s lawyers are probably pouring over rule 14e-8 of the Securities Exchange Act of 1934 right about now.
That regulation is the one the Tesla CEO may or may not have violated when he sent the markets into a frenzy and halted trading in Tesla’s shares after nonchalantly tweeting Tuesday that he was thinking about taking the electric car company private and had “funding secured,” securities lawyers say.
A number of former SEC enforcement lawyers have speculated that the agency has already opened up a probe on the matter. “I can’t imagine that the enforcement division hasn’t opened a file, that they are not calling his counsel or him and saying ‘we would like whatever papers you have about this, if you have written anything down, if you have talked to lenders, if you have materials about that we would like to see them,'” explained attorney Tom Gorman.
The aforementioned rule prohibits public announcements that are intended “to manipulate the market price of the stock of the bidder or subject company,” among other things.
Tesla Inc shares fell $4.31 (-1.16%) in premarket trading Thursday. Year-to-date, TSLA has gained 18.95%, versus a 7.88% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #5 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-08,Tesla Inc (TSLA) Runs Into Solar Production Issues,3,370.34,https://stocknews.com/news/tsla-tesla-inc-tsla-runs-into-solar-production-issues/,"
Tesla Inc (NASDAQ:TSLA) keeps running onto production issues, and we’re not just talking about with its vehicles either. There are problems afoot at its solar production facility as well, and that’s led to some delays. more
Reuters has the details on the problems Tesla is facing with solar production.
Tesla Inc’s (TSLA.O) production of solar roof tiles has been delayed by assembly-line problems at its new publicly subsidized factory and difficulties producing a product that satisfies the aesthetic demands of CEO Elon Musk, eight former and current employees of both companies told Reuters.
Repeated hold-ups since the Buffalo, New York plant opened last year have forced Tesla’s partner in the joint venture, Panasonic (6752.T), to seek other buyers for the components it had built to sell to Tesla, according to a Panasonic employee, a former Panasonic employee and a former Tesla employee. The issues have also rattled the faith of state officials in Tesla’s ability to deliver on investment and employment promises it made in exchange for $750 million in state subsidies.
Tesla has not offered up any specifics on the troubles it has faced at the Buffalo facility, but the company notes that tweaks are certainly needed before production is ramped up. “We are steadily ramping up Solar Roof production in Buffalo and are also continuing to iterate on the product design and production process,” the company explained to Reuters. “We plan to ramp production more toward the end of 2018.”
We’ll have to wait and see how that turns out, but the report from Reuters casts even more shade in the direction of Tesla’s often-criticized solar wing.
Tesla Inc shares were trading at $370.34 per share on Wednesday afternoon, down $9.23 (-2.43%). Year-to-date, TSLA has gained 18.95%, versus a 7.88% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #5 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-08,Trying to Understand if Tesla Inc (TSLA) Board is Liking the Go-Private Scenario,3,379.57,https://stocknews.com/news/tsla-trying-to-understand-if-tesla-inc-tsla-board-is-liking/,"
All seemed well on the Tesla Inc (NASDAQ:TSLA) front in the wake of last week’s positive earnings report, but that was just the calm before the storm. CEO Elon Musk hopped on the Twitter machine yesterday to hint that the company was going private, and the market is still trying to make sense of it.  more
Marketwatch shares some insight on the situation surrounding Tesla.
A statement from Tesla’s board members on Wednesday raises further questions following the shock tweet from Elon Musk that he wants to take the auto maker private.
The brief news release from Tesla board members—Brad Buss, Robyn Denholm, Ira Ehrenpreis, Antonio Gracias, Linda Johnson Rice, and James Murdoch—consisted of three sentences:
“Last week, Elon opened a discussion with the board about taking the company private. This included discussion as to how being private could better serve Tesla’s long-term interests, and also addressed the funding for this to occur. The board has met several times over the last week and is taking the appropriate next steps to evaluate this,” the brief release said.
So what does that mean for the future of Tesla as a publicly-traded company? That remains unclear, and the head-scratching and brow furrowing is continuing on the street as a result.
Tesla Inc shares were trading at $372.06 per share on Wednesday afternoon, down $7.51 (-1.98%). Year-to-date, TSLA has gained 19.50%, versus a 8.02% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of B (Buy), and is ranked #5 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-08,Headlines that the SEC is making inquires into Musk's taking private tweet,3,379.57,https://stocknews.com/news/tsla-headlines-that-the-sec-is-making-inquires-into-musks-taking/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-08,Needham & Co. reiterates Sell rating,3,379.57,https://stocknews.com/news/tsla-needham-co-reiterates-sell-rating/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-08,Berenberg sets PT at $500,3,379.57,https://stocknews.com/news/tsla-berenberg-sets-pt-at-500-76817465/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-08,Social Media as a Weapon of Mass Destruction for Short-Sellers and Investors,3,379.57,https://stocknews.com/news/tsla-social-media-as-a-weapon-of-mass-destruction-for-short-sellers/,"
Like you may have been doing, I was monitoring the markets and minding my own business yesterday when suddenly Tesla (TSLA) CEO Elon Musk decided to launch a nuclear strike against short-sellers in the form of a tweet. On Twitter, Musk stated he is considering taking the company private at $420 and that he has secured the funding. Just like that, Tesla shares took off. Now I have no skin in the game as to being long or short Tesla, but my concern is about what the standard has become for basically “anything goes” when it comes to what gets said on social media. The SEC has been rather quiet to all the things we have seen in the past. Perhaps a symptom of the complacency of the markets and its participants, but my guess is we will see some major fraudulent activity that begins to impact investors, albeit in the form of insider information, pump and dump, or what have you. I’m not saying Tesla’s CEO is doing something illegal, but when some not so honorable folks see how much stock prices can be manipulated through social media, it will be a free-for-all of bad news/info for shady characters.more
Notes From Tuesday’s Action
Relative strength standouts – Broadridge Financial Solutions (BR) – earnings pop, Factset Research Systems (FDS), Five Below (FIVE) – positive analyst commentary, Mosaic Company (MOS) – earnings pop, Twilio (TWLO) – earnings pop, Zebra Technologies (ZBRA) – earnings pop, Biomarin Pharmaceutical (BMRN) – gained in reaction to Spark Therapeutics’ SPK-8011 trial updates, SodaStream International (SODA), Tesla (TSLA) – shares spiked on CEO Elon Musk tweeting about taking the company private, Boeing (BA), EPAM Systems (EPAM), RingCentral (RNG) – earnings pop, Five9 Inc. (FIVN) – earnings pop, Inogen Inc. (INGN) – shares rally ahead of Tuesday afternoons’ earnings results, Rapid7 Inc. (RPD) – earnings pop, but did close off the highs of the day, Ligand Pharmaceuticals (LGND) – earnings pop, Biogen (BIIB) – positive analyst commentary, Constellation Brands (STZ), Madison Square Garden Co. (MSG), Haemonetics (HAE) – earnings pop, Avanos Medical (AVNS) – earnings pop, DexCom Inc. (DXCM), II-VI Inc. (IIVI) – earnings pop, Google (GOOGL) (GOOG), Amazon.com (AMZN), Littelfuse (LFUS), SPS Commerce (SPSC), Jazz Pharmaceuticals plc (JAZZ), Berkshire Hathaway [[BRK.A]] [[BRK.B]], Cavco Industries (CVCO) – earnings pop, Bio-Techne Corporation (TECH) – earnings pop, Tactile Systems Technology (TCMD) – earnings pop, Teledyne Technologies (TDY) – positive analyst commentary.
Other notable names rallying nicely – LGI Homes (LGIH) – earnings pop, Mallinckrodt (MNK) – earnings pop, Dollar General (DG) – positive analyst commentary, Dollar Tree (DLTR) – positive analyst commentary, NVR Inc. (NVR).
Notable names lagging during the session – Credit Acceptance Corporation (CACC), Spark Therapeutics (ONCE) – negative response to updates from the co’s SPK-8011 trial for treatment of hemophilia A, Tenet Healthcare (THC) – earnings-related selling, Weight Watchers (WTW) – earnings-related selling, Zillow Group (ZG) – earnings-related selling, Expeditors International (EXPD) – earnings-related selling, Dentsply Sirona (XRAY) – earnings-related selling, Enanta Pharmaceuticals (ENTA) – company losing Express Scripts position for its Hepatitis C drug, 2U Inc. (TWOU), ANI Pharmaceuticals (ANIP) – earnings-related selling, Pepsico (PEP), ICUI Medical (ICIU) – recent M&A chatter coming apart, TransDigm Group (TDG) – earnings-related selling, Baidu Inc. (BIDU), Marriott International (MAR) – earnings-related selling, Medifast (MED), Teleflex (TFX).
Better Know How to Handle Your Bullpen
Being a New York sports fan (Mets when we’re talking baseball – yes I accept all condolences), I like to listen to the sports radio action online whenever I get a chance. Listening to Mike Francesa (who has made a triumphant return to WFAN after a multi-month quasi-retirement) is always a lot of fun and I enjoy the Yankee phone callers’ drama as much as listening to fellow Mets’ fans moan everyday. One thing that is being brought up is how new Yankees’ manager Aaron Boone has to do a better job with his bullpen or the team could struggle down the stretch. Mike Francesa often likes to point out how good a job the previous manager, Joe Girardi, did with the pen. Girardi spent 10 seasons as manager of the Yankees, leading the team to a 910-710 record and a World Series title. Joe wasn’t always known as the biggest players’ coach and that is what likely made the organization move on, but he was great with his bullpen. If you run a business or manage people, you know there are plenty of levers to pull to get the best out of each and every person in your organization. You don’t want to see them burn out prior to the biggest moments a company could face (new product rollout, market expansions, etc.). The key to long-term success is to know what each person can give you and how far you can take that person with the talent they possess. Just like a baseball manager who has to be able to assess his pitchers and where they are in terms of gas left in the tank, as well as what spots some thrive in better than others. Life is like sports in many ways, even if it’s without those big paychecks in most cases!
Ratings Updated Daily
At StockNews.com, we use POWR ratings to help investors identify stocks that offer the best opportunities for current funds to be deployed. With our ratings always being updated on a daily basis, this is ideal for investors no matter what day they decide to come on the site to dive into our research. The reason we do this is so that any person coming on our site for the very first time and is taking our free 14-day trial (which by the way we don’t even ask for a credit card as tends to be the case for many subscription sites in the financial research universe) or is already a subscriber can make investment decisions on that day or the day after with the most up-to-date ratings date there is!
Thanks for reading!
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-07,Tesla releases internal email from Elon Musk to Tesla employees that confirms he is considering taking Tesla private,3,341.99,https://stocknews.com/news/tsla-tesla-releases-internal-email-from-elon-musk-to-tesla-employees/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-07,Tesla Inc (TSLA) CEO Elon Musk Takes it to Short-Sellers With “Going Private” Tweet,3,341.99,https://stocknews.com/news/tsla-tesla-inc-tsla-ceo-elon-musk-takes-it-to-short-sellers/,"
Tesla Inc (NASDAQ:TSLA) CEO Elon Musk was back at his favorite past time again today, but at least this time his words of wisdom had a positive impact on the company’s share price. Shares of Tesla spike when Musk dropped a flippant remark about taking the company private. more
Marketwatch has the details on what the Tesla chief had to say.
Tesla Inc. shares jumped as much as 8% midday Tuesday after Chief Executive Elon Musk tweeted that he was “considering” taking the Silicon Valley car maker private at $420 a share.
Shares were halted about one hour later for pending news.
“Am considering taking Tesla private at $420. Funding secured,” Musk wrote. He would follow that up with yet another tweet to explain that a sale wouldn’t be happening. “I don’t have a controlling vote now & wouldn’t expect any shareholder to have one if we go private. I won’t be selling in either scenario,” Musk shared.
In the interim, trading has been halted on shares of Tesla.
Tesla Inc shares were trading at $367.25 per share on Tuesday afternoon, up $25.26 (+7.39%). Year-to-date, TSLA has gained 17.95%, versus a 8.01% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of C (Neutral), and is ranked #7 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-08-07,Elon Musk tweets in response to another user 'My hope is *all* current investors remain with Tesla even if we’re private. Would create special purpose fund enabling anyone to stay with Tesla. Already do this with Fidelity’s SpaceX investment'.,3,341.99,https://stocknews.com/news/tsla-elon-musk-tweets-in-response-to-another-user-my-hope/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-07,"Tesla CEO Elon Musk tweets ""Am considering taking Tesla private at $420. Funding secured""",3,341.99,https://stocknews.com/news/tsla-tesla-ceo-elon-musk-tweets-am-considering-taking-tesla-private/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-07,Morgan Stanley sets PT at $291,3,341.99,https://stocknews.com/news/tsla-morgan-stanley-sets-pt-at-291/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-08-07,Financial Times reports that the Saudi Arabia sovereign wealth fund has accumulated a stake of between 3% and 5% in Tesla,3,341.99,https://stocknews.com/news/tsla-financial-times-reports-that-the-saudi-arabia-sovereign-wealth-fund/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
